,occupancy,sensor_name,co2,noise,humidity,temperature
2019-11-20 07:00:00+00:00,0,ROOM 5,459.07777913411456,51.28888956705729,37.03155517578125,21.13966687520345
2019-11-20 07:15:00+00:00,0,ROOM 5,459.07777913411456,51.96333312988281,37.294334411621094,20.867555618286133
2019-11-20 07:30:00+00:00,0,ROOM 5,459.07777913411456,50.95099639892578,37.27969106038412,20.817363739013672
2019-11-20 07:45:00+00:00,0,ROOM 5,459.07777913411456,50.452222188313804,36.41688919067383,21.136444727579754
2019-11-20 08:00:00+00:00,0,ROOM 5,465.38889567057294,50.846665700276695,36.23366673787435,21.237110773722332
2019-11-20 08:15:00+00:00,0,ROOM 5,472.98313395182294,51.13103485107422,35.9864756266276,21.374425888061523
2019-11-20 08:30:00+00:00,0,ROOM 5,475.21112060546875,53.124979654947914,35.79507954915365,21.487589518229168
2019-11-20 08:45:00+00:00,0,ROOM 5,481.96666463216144,52.46666590372721,35.47011057535807,21.805333455403645
2019-11-20 09:00:00+00:00,0,ROOM 5,492.27931722005206,53.03777821858724,35.399889628092446,21.93666648864746
2019-11-20 09:15:00+00:00,0,ROOM 5,509.49500528971356,53.59356180826823,35.689537048339844,21.87272071838379
2019-11-20 09:30:00+00:00,1,ROOM 5,579.5888875325521,52.14333470662435,35.835889180501304,21.64288902282715
2019-11-20 09:45:00+00:00,2,ROOM 5,635.9000040690104,51.86333338419596,35.62944412231445,21.75111134847005
2019-11-20 10:00:00+00:00,2,ROOM 5,667.4570922851562,50.63203048706055,35.42043813069662,21.83024533589681
2019-11-20 10:15:00+00:00,4,ROOM 5,639.0666707356771,51.571112314860024,35.17088953653971,22.048444112141926
2019-11-20 10:30:00+00:00,0,ROOM 5,587.3777669270834,57.991110483805336,35.97566604614258,22.099777857462566
2019-11-20 10:45:00+00:00,0,ROOM 5,580.2793172200521,60.57444508870443,36.519999186197914,22.077444076538086
2019-11-20 11:00:00+00:00,2,ROOM 5,566.7999877929688,59.80877431233724,36.73639424641927,22.02218755086263
2019-11-20 11:15:00+00:00,0,ROOM 5,599.433349609375,61.498888651529946,37.10244496663412,21.877888361612957
2019-11-20 11:30:00+00:00,2,ROOM 5,687.5221964518229,58.25777816772461,36.948333740234375,21.982667287190754
2019-11-20 11:45:00+00:00,2,ROOM 5,727.8448282877604,55.00118764241537,36.26126352945963,22.02128028869629
2019-11-20 12:00:00+00:00,2,ROOM 5,751.522216796875,59.24444452921549,36.310221354166664,21.971222559611004
2019-11-20 12:15:00+00:00,2,ROOM 5,746.1444498697916,59.51333363850912,36.01333363850912,22.031333923339844
2019-11-20 12:30:00+00:00,1,ROOM 5,600.4509480794271,51.91586176554362,36.008130391438804,22.108980814615887
2019-11-20 12:45:00+00:00,0,ROOM 5,577.5555419921875,50.985556284586586,36.11544418334961,22.26299985249837
2019-11-20 13:00:00+00:00,1,ROOM 5,581.8666585286459,51.7533327738444,37.05611038208008,22.15577761332194
2019-11-20 13:15:00+00:00,1,ROOM 5,564.9325764973959,51.67777760823568,37.62277857462565,22.186777750651043
2019-11-20 13:30:00+00:00,0,ROOM 5,536.8555501302084,51.70249048868815,37.234483083089195,22.272885004679363
2019-11-20 13:45:00+00:00,0,ROOM 5,551.5666707356771,53.30666732788086,36.36144510904948,22.539777755737305
2019-11-20 14:00:00+00:00,0,ROOM 5,564.7888997395834,57.08555475870768,36.27300008138021,22.484778086344402
2019-11-20 14:15:00+00:00,0,ROOM 5,543.8494262695312,54.213294982910156,37.056524912516274,22.09919611612956
2019-11-20 14:30:00+00:00,0,ROOM 5,540.6111246744791,52.637777964274086,37.12966791788737,22.006222407023113
2019-11-20 14:45:00+00:00,0,ROOM 5,587.4888712565104,51.516666412353516,37.11466598510742,22.148221969604492
2019-11-20 15:00:00+00:00,2,ROOM 5,650.6080525716146,51.550000508626304,37.34544372558594,22.089333216349285
2019-11-20 15:15:00+00:00,2,ROOM 5,617.0444539388021,51.13245137532552,37.0607541402181,22.040965398152668
2019-11-20 15:30:00+00:00,0,ROOM 5,572.5666707356771,52.47666676839193,36.75688934326172,22.127888997395832
2019-11-20 15:45:00+00:00,0,ROOM 5,554.7888997395834,51.54999923706055,36.051778157552086,22.27955500284831
2019-11-20 16:00:00+00:00,0,ROOM 5,550.43408203125,51.0619150797526,36.62185033162435,22.033711751302082
2019-11-20 16:15:00+00:00,0,ROOM 5,574.8888956705729,53.29333368937174,36.740333557128906,21.862777709960938
2019-11-20 16:30:00+00:00,0,ROOM 5,553.7777913411459,53.88999938964844,36.49088795979818,21.928333918253582
2019-11-20 16:45:00+00:00,0,ROOM 5,540.23486328125,52.823333740234375,36.63055547078451,21.71688969930013
2019-11-20 17:00:00+00:00,0,ROOM 5,543.0444539388021,55.23639806111654,36.99481964111328,21.692337036132812
2019-11-20 17:15:00+00:00,2,ROOM 5,571.8777669270834,54.54888916015625,36.625,21.733111063639324
2019-11-20 17:30:00+00:00,2,ROOM 5,573.5,55.508889516194664,36.892110188802086,21.67744509379069
