,occupancy,sensor_name,co2,noise,humidity,temperature
2019-11-20 07:00:00+00:00,0,ROOM 2,466.78887939453125,53.63666661580404,34.45588938395182,21.77655601501465
2019-11-20 07:15:00+00:00,0,ROOM 2,466.78887939453125,54.42643737792969,35.29133987426758,21.38830629984538
2019-11-20 07:30:00+00:00,0,ROOM 2,466.78887939453125,53.694444020589195,34.90344492594401,21.49066670735677
2019-11-20 07:45:00+00:00,0,ROOM 2,466.78887939453125,52.92555491129557,33.824222564697266,22.053111394246418
2019-11-20 08:00:00+00:00,0,ROOM 2,471.3103434244792,53.098889668782554,33.26677703857422,22.38866678873698
2019-11-20 08:15:00+00:00,0,ROOM 2,483.8222249348958,53.127203623453774,33.35495376586914,22.3990961710612
2019-11-20 08:30:00+00:00,0,ROOM 2,499.12221272786456,54.29333241780599,33.46011225382487,22.40744463602702
2019-11-20 08:45:00+00:00,0,ROOM 2,516.5555419921875,53.57222366333008,34.0577761332194,22.048777898152668
2019-11-20 09:00:00+00:00,0,ROOM 2,527.7727864583334,53.871508280436196,34.203633626302086,22.15223757425944
2019-11-20 09:15:00+00:00,0,ROOM 2,553.5111287434896,53.57222239176432,34.30255635579427,22.277888615926106
2019-11-20 09:30:00+00:00,0,ROOM 2,543.1666666666666,54.01110967000326,34.3575553894043,22.312888463338215
2019-11-20 09:45:00+00:00,0,ROOM 2,554.477783203125,56.49249013264974,34.05115000406901,22.59177017211914
2019-11-20 10:00:00+00:00,0,ROOM 2,562.1222330729166,58.289999643961586,34.02677663167318,22.61488914489746
2019-11-20 10:15:00+00:00,0,ROOM 2,570.2555541992188,58.1544443766276,33.89633433024088,22.866888682047527
2019-11-20 10:30:00+00:00,0,ROOM 2,592.3161010742188,54.3455556233724,33.363667805989586,23.076222737630207
2019-11-20 10:45:00+00:00,0,ROOM 2,599.9000040690104,55.72164662679037,32.94655100504557,23.174992243448894
2019-11-20 11:00:00+00:00,2,ROOM 2,618.7555745442709,59.713331858317055,33.67355600992838,23.515221913655598
2019-11-20 11:15:00+00:00,1,ROOM 2,612.0444539388021,59.61333211263021,34.07299931844076,23.745110829671223
2019-11-20 11:30:00+00:00,0,ROOM 2,572.0793253580729,58.72919591267904,34.28594970703125,23.848311106363933
2019-11-20 11:45:00+00:00,0,ROOM 2,693.7111002604166,58.874444325764976,34.392889658610024,23.865444819132488
2019-11-20 12:00:00+00:00,3,ROOM 2,835.6333414713541,59.66888936360677,34.209555308024086,23.448444366455078
